AMBIGUITY_GROUPS,NUMBER_OF_TEST_CLASSES,NUMBER_OF_UNIT_TEST_CASES,RHO,NUMBER_OF_CLASSES,NUMBER_OF_COMPONENTS,INFORMATION_GAIN
8.999999999999998,2,16,0.33625,6,50,0.9211849266438028
